Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
11592,1,0.901911626,49,0,0.483988545,3840.0,12,0,0,0,1.0
11593,0,0.49065717600000003,51,0,0.643726046,6000.0,11,0,2,0,2.0
11594,0,0.13135238400000002,39,0,0.13360987800000002,10365.0,11,0,1,0,0.0
11595,0,0.126805254,49,0,2888.0,,7,0,1,0,0.0
11596,0,0.122289591,66,0,0.7495313090000001,8000.0,15,0,1,0,0.0
11597,0,0.008594153,69,0,1164.0,,9,0,2,0,0.0
11598,0,0.002956232,57,0,0.002771855,4689.0,12,0,0,0,0.0
11599,0,0.044090924000000004,47,2,0.720263987,13333.0,16,0,7,0,4.0
11600,0,0.11878671699999999,43,0,0.26491169600000003,3000.0,5,0,0,0,1.0
11601,0,0.12504076,42,0,0.493750446,14000.0,12,0,1,0,0.0
11602,0,0.690776809,60,4,0.662095565,14000.0,21,0,4,0,2.0
11603,0,0.8229711590000001,30,0,0.438326669,3250.0,9,0,0,0,0.0
11604,0,0.17671719800000002,84,3,0.185168072,8656.0,14,0,1,0,0.0
11605,0,0.086183909,65,0,2481.0,,6,0,1,0,0.0
11606,0,0.9999998999999999,47,0,0.217111611,6217.0,6,0,2,0,0.0
11607,0,0.388322336,41,0,0.115768463,500.0,1,0,0,0,2.0
11608,0,0.0,66,0,0.065113668,3562.0,6,0,0,0,1.0
11609,0,0.13950024800000002,38,0,0.53150804,2300.0,11,0,1,0,1.0
11610,0,0.7346495890000001,42,0,0.503165576,9318.0,8,0,2,0,1.0
11611,0,0.084430151,53,0,0.203075957,9557.0,6,0,2,0,0.0
11612,0,0.679754683,42,0,0.07479289900000001,4224.0,4,0,0,0,1.0
11613,0,0.014333402,70,0,0.49268841399999996,8000.0,14,0,3,0,1.0
11614,0,0.149332047,42,0,0.22366450300000001,2002.0,7,0,0,0,0.0
11615,0,0.640428696,33,0,0.488139699,9906.0,10,0,3,0,2.0
11616,0,0.040578751,48,0,0.039745032,8000.0,10,0,0,0,3.0
11617,0,0.82183187,43,1,0.8809844259999999,5200.0,11,0,2,0,0.0
11618,0,0.9999998999999999,26,0,0.0,1200.0,0,1,0,0,0.0
11619,0,0.28097297600000004,56,1,0.21810406300000001,2805.0,7,0,1,1,0.0
11620,0,0.397704381,70,1,3012.0,,12,0,1,0,0.0
11621,0,0.9999998999999999,61,0,0.5554299629999999,11500.0,3,0,2,0,0.0
11622,0,0.9999998999999999,32,1,0.167270094,2761.0,4,0,0,0,0.0
11623,0,0.942737684,29,0,0.212478185,4583.0,5,0,0,0,0.0
11624,0,0.9999998999999999,45,0,14.0,,2,0,0,0,0.0
11625,0,0.16642463,55,0,0.24538143899999998,4600.0,5,0,1,0,1.0
11626,0,0.041856289,46,0,0.22711582,8400.0,5,0,1,0,0.0
11627,0,0.295434339,58,0,0.570589737,7833.0,20,0,3,0,2.0
11628,0,0.352297886,66,0,0.372533544,3800.0,11,0,0,0,0.0
11629,1,0.078756335,33,0,0.286417323,5079.0,5,1,1,0,0.0
11630,0,0.080296253,59,0,0.44991001799999997,5000.0,11,0,1,0,0.0
11631,0,0.009308921999999999,69,0,0.0027496559999999996,8000.0,4,0,0,0,0.0
11632,0,0.0,38,1,0.075978292,3500.0,5,1,0,0,1.0
11633,0,0.07303006,79,0,57.0,,2,0,0,0,
11634,0,0.000693849,46,0,0.303874308,5600.0,10,1,2,0,3.0
11635,0,0.179420028,52,0,111.0,,6,0,0,0,0.0
11636,0,0.85680716,58,0,0.279249164,11666.0,4,0,1,0,0.0
11637,0,1.169718105,29,0,0.631954351,700.0,4,0,0,3,0.0
11638,0,0.046580107,34,0,0.35982566299999996,7800.0,10,0,1,0,3.0
11639,0,0.026070097999999996,52,0,0.074205732,4500.0,9,0,0,0,0.0
11640,0,1.017964072,38,2,0.094263271,4200.0,7,2,0,0,6.0
11641,0,0.002407744,42,0,0.26362273,6000.0,7,0,1,0,2.0
11642,0,0.069330445,41,0,0.285457163,8333.0,8,0,1,0,0.0
11643,0,0.399467677,55,0,0.229617824,32000.0,16,0,3,0,1.0
11644,0,0.029230207,63,0,0.004965138,9465.0,12,0,0,0,0.0
11645,0,0.9887431790000001,65,0,0.30643256399999996,12700.0,8,0,2,0,3.0
11646,0,0.08238113,47,0,0.356664185,9400.0,11,0,1,0,5.0
11647,1,0.7840531559999999,34,0,0.077909828,5300.0,3,3,0,0,0.0
11648,0,0.018256504,87,0,13.0,,2,0,0,0,0.0
11649,0,0.035783422999999995,65,0,90.0,,5,0,0,0,0.0
11650,0,0.635436456,29,0,0.250610975,4500.0,3,0,1,0,2.0
11651,0,0.024887506,80,0,0.678013293,11133.0,7,0,3,0,0.0
11652,0,0.249045403,55,0,1.249583333,2399.0,11,0,2,0,0.0
11653,0,0.129874458,40,0,0.165934797,7514.0,9,0,0,0,1.0
11654,0,0.51006999,68,0,0.129832045,3750.0,4,0,0,0,0.0
11655,0,0.07703698,42,0,0.284839395,8000.0,6,0,1,0,2.0
11656,1,0.9999998999999999,53,1,0.12388837800000001,3260.0,1,0,0,0,0.0
11657,0,0.00979231,82,0,0.004892576,4700.0,11,0,0,0,0.0
11658,0,0.738104538,72,0,3235.0,,10,0,0,0,0.0
11659,0,0.14998889,54,0,64.0,0.0,1,0,0,0,3.0
11660,0,0.370348885,60,0,0.657638595,4725.0,6,0,2,0,0.0
11661,0,0.103405682,38,0,0.009473492,5488.0,1,0,0,0,0.0
11662,0,0.141323912,36,0,0.567266495,3500.0,5,0,2,0,2.0
11663,0,0.43995708,53,0,0.527920962,6983.0,12,0,2,0,2.0
11664,0,0.280819592,62,0,4603.0,,14,0,2,0,0.0
11665,0,0.38320557899999996,41,0,694.0,0.0,4,0,0,0,0.0
11666,0,0.9999998999999999,35,1,0.364468864,2183.0,7,0,0,0,1.0
11667,0,0.293429515,40,0,1.491005996,1500.0,10,0,1,0,2.0
11668,0,0.8796776390000001,43,0,0.191707772,7500.0,3,0,0,0,2.0
11669,0,0.046315895,69,0,0.282977954,8300.0,7,0,2,0,1.0
11670,0,0.003357132,75,0,4.0,,7,0,0,0,0.0
11671,0,0.9999998999999999,78,0,61.0,,4,0,0,0,0.0
11672,1,0.937503125,43,4,0.437582563,12111.0,15,0,4,0,2.0
11673,0,0.42680487899999997,54,0,0.312353817,4702.0,5,0,1,0,3.0
11674,0,0.0038602859999999997,80,0,2.0,,1,0,0,0,
11675,0,0.611937509,52,0,0.461005999,6500.0,10,0,2,0,0.0
11676,0,0.5534063339999999,48,2,0.237107202,6650.0,12,0,0,0,2.0
11677,0,0.181591476,29,0,0.193561288,5000.0,4,0,1,0,0.0
11678,0,0.410430839,54,1,0.469260065,3675.0,9,1,1,0,2.0
11679,0,0.293861203,30,0,0.400406129,5416.0,9,0,1,0,0.0
11680,0,0.7860356609999999,68,0,0.5105427570000001,5121.0,4,0,1,0,0.0
11681,0,0.014787177,76,0,32.0,,5,0,0,0,0.0
11682,0,0.18916282199999998,66,0,0.458011696,8549.0,12,0,3,0,1.0
11683,0,0.278903699,65,0,717.0,,16,0,0,0,0.0
11684,0,0.010835993,69,0,0.558242269,4300.0,10,0,2,0,0.0
11685,0,0.255769042,73,0,0.3592553,11225.0,16,0,2,1,0.0
11686,1,0.9999998999999999,31,0,0.0,1600.0,0,2,0,0,0.0
11687,0,0.06405999799999999,58,0,0.007362885,6654.0,6,0,0,0,0.0
11688,0,0.262763921,67,0,0.314768683,11239.0,12,0,2,0,0.0
11689,0,0.059681656,34,2,0.097451274,2000.0,6,0,0,0,1.0
11690,0,0.0,59,0,0.070315675,7380.0,2,0,0,0,1.0
11691,0,0.23934085300000002,46,0,0.179504658,4400.0,5,0,1,0,0.0
11692,0,0.042882965999999995,54,0,0.145134228,4767.0,7,0,1,0,0.0
11693,0,0.557912754,53,0,0.861942089,6250.0,16,0,2,0,1.0
11694,0,0.11946634800000001,59,0,0.766647532,6967.0,17,0,2,0,1.0
11695,0,0.052206562000000005,76,0,0.12746459300000001,3600.0,5,0,0,0,1.0
11696,0,0.012981241000000001,64,0,0.279533737,4460.0,8,0,1,0,0.0
11697,0,0.347420344,54,0,0.28330141,11485.0,5,0,3,0,3.0
11698,0,0.135390859,36,0,0.284982189,16000.0,7,0,1,0,0.0
11699,0,0.003515045,72,0,1.3502062240000001,2666.0,9,0,1,0,0.0
11700,1,0.0,61,0,98.0,,8,1,0,0,0.0
11701,0,0.612333951,64,0,0.200021268,9403.0,9,0,0,0,0.0
11702,0,0.048937910999999994,61,0,0.00959808,5000.0,2,0,0,0,0.0
11703,0,0.0,50,0,3300.0,,7,0,1,0,3.0
11704,0,0.16524102400000001,46,0,0.271859349,19167.0,15,0,3,0,1.0
11705,0,0.0,57,0,0.208921513,3541.0,4,0,0,0,0.0
11706,0,0.08990991400000001,56,0,1258.0,,6,0,1,0,0.0
11707,0,0.197571525,37,0,0.377027327,4500.0,8,0,1,0,0.0
11708,0,0.513794482,40,3,0.248218973,8000.0,4,0,2,1,0.0
11709,0,0.0,53,0,2599.0,,7,0,1,0,0.0
11710,0,0.15932954,70,0,614.0,,3,0,1,0,0.0
11711,0,0.0,27,0,0.173275575,3000.0,3,0,0,0,0.0
11712,0,0.95015768,41,0,0.123410941,7000.0,5,0,0,0,0.0
11713,1,0.00749925,54,0,0.36809176200000004,958.0,5,0,0,0,1.0
11714,0,0.162547431,37,2,0.22591809300000001,5200.0,7,0,2,1,0.0
11715,0,0.758888116,43,0,0.617377834,7100.0,9,0,1,0,2.0
11716,0,0.34428348700000005,52,0,0.269653768,7364.0,3,0,1,0,0.0
11717,0,0.9999998999999999,39,0,0.247412982,2125.0,2,0,0,0,0.0
11718,0,0.328657732,28,0,0.181722505,5700.0,4,0,0,0,0.0
11719,0,0.12044267199999999,74,0,0.465102465,3366.0,12,0,2,0,0.0
11720,0,0.347225181,63,1,0.42132832600000003,10117.0,17,0,4,0,0.0
11721,0,0.8553729090000001,47,0,0.428992992,5421.0,13,0,1,0,1.0
11722,0,0.19994573699999998,53,0,0.403449569,8000.0,13,0,1,0,1.0
11723,0,0.025947387000000002,79,0,0.185089974,3500.0,9,0,1,0,0.0
11724,1,1.009462759,30,2,0.570130264,3300.0,11,5,0,2,4.0
11725,0,0.075374991,60,0,2342.0,,8,0,1,0,0.0
11726,0,0.0,51,0,0.42809271200000004,3580.0,8,0,1,0,0.0
11727,0,0.017488278,70,0,0.306056579,5266.0,18,0,1,0,1.0
11728,0,0.217260913,66,0,0.622216534,3906.0,7,0,2,0,0.0
11729,0,0.9999998999999999,52,0,0.153163152,900.0,0,0,0,0,0.0
11730,0,0.7969298690000001,56,1,0.596903782,5102.0,7,0,2,0,2.0
11731,0,0.0,30,0,0.312928386,4230.0,9,0,1,0,0.0
11732,0,0.14687257,58,0,3823.0,,7,1,2,0,0.0
11733,0,0.652389576,48,2,0.55977609,2500.0,7,0,1,0,2.0
11734,0,0.014153906,30,0,0.570195366,2200.0,11,0,1,0,0.0
11735,0,0.070335498,44,0,0.37620889700000004,8271.0,12,0,3,0,2.0
11736,0,0.896841263,37,0,0.311117035,3750.0,6,0,1,0,1.0
11737,0,0.179868903,51,0,583.0,,3,0,1,0,0.0
11738,0,0.004548532,44,0,0.302436635,8166.0,6,0,1,0,3.0
11739,0,0.7894722059999999,49,0,0.135645161,6199.0,6,0,0,0,2.0
11740,0,0.50526481,57,0,0.769473684,4749.0,12,0,1,0,0.0
11741,0,0.00128297,32,0,0.274788703,4850.0,14,0,0,1,0.0
11742,0,0.13632475300000002,68,0,0.258618106,13343.0,7,0,2,0,1.0
11743,0,0.455513321,67,0,0.296076581,14833.0,15,0,2,0,1.0
11744,0,0.0,51,1,0.0,3250.0,4,0,0,0,0.0
11745,0,0.179200533,37,0,0.223305955,7791.0,14,0,0,0,0.0
11746,0,0.02058247,68,0,0.267353781,8052.0,9,0,1,0,1.0
11747,0,0.8817522879999999,41,0,2878.0,,7,0,1,0,2.0
11748,0,0.0,80,0,9.0,,6,0,0,0,0.0
11749,0,0.09633119300000001,50,0,0.216250964,11666.0,4,0,2,0,2.0
11750,0,0.350968596,47,0,0.37718472700000005,14875.0,18,0,5,0,2.0
11751,0,0.160987616,26,0,0.111901557,5200.0,5,0,0,0,2.0
11752,0,0.257685579,52,1,0.244116654,8880.0,7,1,1,2,3.0
11753,0,0.776128829,29,0,0.249583472,3000.0,4,0,0,0,0.0
11754,0,0.19536328,58,0,0.306902453,1752.0,6,0,1,0,0.0
11755,0,0.472378831,28,0,0.436875106,5900.0,14,0,2,0,0.0
11756,0,0.0,58,0,0.11072373199999999,8317.0,5,0,2,0,1.0
11757,0,0.536677835,59,0,4004.0,,19,0,1,0,0.0
11758,0,0.289316772,32,0,0.333083346,20000.0,15,0,1,0,0.0
11759,0,0.026213762,72,1,0.17462786,4500.0,18,0,1,0,0.0
11760,0,0.42310903299999997,49,0,0.8256348729999999,5000.0,9,0,3,0,1.0
11761,0,0.024733547,68,0,1908.0,,12,0,1,0,0.0
11762,1,1.419301165,28,0,0.159868026,3333.0,3,1,0,3,1.0
11763,1,0.0,61,0,3325.0,,10,0,2,0,0.0
11764,0,0.40378159,61,0,0.960297058,3500.0,15,0,1,0,0.0
11765,0,0.0,24,0,0.24968789,800.0,4,0,0,0,1.0
11766,0,0.9481709859999999,62,0,0.106972789,5879.0,2,0,0,0,0.0
11767,0,0.45762149,71,1,0.39628610700000005,7269.0,8,0,2,0,0.0
11768,0,0.8975256770000001,27,1,0.24037981,2000.0,7,0,0,0,0.0
11769,0,0.9999998999999999,40,0,0.30009998600000004,7000.0,2,0,1,0,0.0
11770,0,0.04153889,76,0,0.312306853,5500.0,6,0,1,0,1.0
11771,0,0.46330488200000003,37,3,0.47608252100000004,4410.0,9,0,2,1,0.0
11772,0,0.179629436,56,3,0.9390407890000001,2230.0,13,0,3,0,1.0
11773,0,0.0012855310000000001,69,0,48.0,,1,0,0,0,0.0
11774,0,0.0,62,0,0.164394739,20833.0,9,0,1,0,3.0
11775,0,0.9999998999999999,41,0,0.072239891,2200.0,4,1,0,0,1.0
11776,0,0.38574659200000005,62,0,0.606185842,7500.0,16,0,1,0,3.0
11777,0,0.171115555,49,0,0.016255605,3567.0,4,0,0,0,1.0
11778,0,0.10565619,49,0,0.36912865899999997,5875.0,17,0,2,0,0.0
11779,0,0.033328692,71,0,0.0475,8399.0,8,0,1,0,0.0
11780,0,0.017381463,79,0,0.106984716,7000.0,13,0,2,0,0.0
11781,0,0.29022839100000003,53,0,1393.0,,6,0,1,0,
11782,0,0.02742001,79,0,0.44775769,4258.0,10,0,1,0,0.0
11783,0,0.080539542,53,0,0.201777531,7200.0,12,0,0,0,3.0
11784,0,0.203321825,51,0,0.281721632,3577.0,5,0,1,0,2.0
11785,0,0.406537091,54,0,0.287207358,4783.0,9,0,2,0,0.0
11786,0,0.191244688,56,0,0.255290785,6000.0,10,0,1,0,0.0
11787,0,0.05824315,89,0,0.011669658999999999,6683.0,5,0,0,0,0.0
11788,0,0.574758962,49,0,0.44191437100000003,7333.0,5,0,2,0,1.0
11789,0,0.11572014800000001,80,0,0.124843945,800.0,4,0,0,0,0.0
11790,0,0.111391689,54,0,0.278531638,7000.0,11,0,1,0,2.0
11791,0,0.014564427,43,0,0.30698659100000003,4250.0,13,0,2,0,0.0
11792,0,0.967903183,67,0,1472.0,,12,0,0,0,0.0
11793,0,0.0,56,0,2333.0,,8,0,2,0,0.0
11794,0,0.27961686199999997,41,0,2669.0,,15,0,1,0,0.0
11795,0,0.9999998999999999,51,0,716.0,,4,0,0,0,0.0
11796,0,0.018683022,37,0,0.166630395,13784.0,5,0,1,0,0.0
11797,0,0.062179309,74,0,1.1590429279999999,1420.0,10,0,2,0,1.0
11798,0,0.8508713459999999,51,0,623.0,,4,1,0,1,0.0
11799,0,0.335924121,36,0,0.40789973399999996,5265.0,6,0,1,0,0.0
11800,0,0.19877396600000002,35,0,0.225824882,7000.0,4,0,1,0,1.0
11801,1,0.629852906,43,4,0.5539650079999999,4400.0,15,3,0,0,2.0
11802,1,0.004053835,52,2,1.390801314,7000.0,13,0,5,1,2.0
11803,0,0.202104091,73,0,0.341987466,5584.0,12,0,1,0,1.0
11804,0,0.9753641040000001,52,0,0.208324832,4900.0,5,0,0,0,1.0
11805,0,0.01412982,54,0,0.328315819,3520.0,5,0,1,0,0.0
11806,0,0.33971068600000004,34,0,0.38849431799999995,1407.0,2,0,0,0,0.0
11807,0,0.9999998999999999,38,0,0.187265918,800.0,0,1,0,0,0.0
11808,0,0.09030306099999999,45,0,0.077486163,5600.0,5,0,0,0,0.0
11809,0,0.010141355999999999,38,1,0.104342393,3200.0,6,0,0,0,1.0
11810,0,0.016512777,62,0,0.044585987,7535.0,7,0,1,0,0.0
11811,0,0.9705557229999999,56,0,1.736318408,2411.0,8,0,3,0,1.0
11812,0,0.040740579,58,1,0.015110305,3308.0,4,0,1,0,0.0
11813,0,0.821894146,36,0,0.604191194,4246.0,6,0,0,1,1.0
11814,0,0.039849125,41,0,0.302261008,10083.0,10,0,1,0,2.0
11815,0,0.033951909,56,0,1606.0,,8,0,1,0,0.0
11816,0,0.351297405,22,0,0.080933111,4200.0,4,0,0,0,1.0
11817,0,0.964054492,58,0,0.666364871,4417.0,10,0,2,0,0.0
11818,0,0.412220608,35,0,0.053089382000000004,3333.0,3,0,0,0,1.0
11819,0,0.01122498,78,0,0.0023747029999999997,8000.0,4,0,0,0,1.0
11820,0,0.014598007,63,1,0.404797601,2000.0,9,0,2,0,0.0
11821,0,0.015582146000000002,43,0,0.317485003,4500.0,14,0,1,0,0.0
11822,0,0.026430486,75,0,0.248881873,3800.0,6,0,1,0,1.0
11823,0,0.703843544,55,1,0.913128995,6100.0,14,1,3,0,0.0
11824,0,0.9999998999999999,24,1,0.057484032000000004,3600.0,1,1,0,0,4.0
11825,0,0.555610418,50,0,1.4809634809999999,3860.0,11,0,4,0,2.0
11826,0,0.018517803,59,1,0.33451273,13000.0,18,0,5,0,0.0
11827,0,0.9221767809999999,42,0,0.233553289,5000.0,8,0,0,0,0.0
11828,0,0.0,85,0,0.0,7161.0,3,0,0,0,0.0
11829,0,0.002705349,60,0,0.25482074,7000.0,15,0,1,0,0.0
11830,0,0.018381236999999998,73,0,0.482313134,3250.0,11,0,1,0,1.0
11831,0,0.018174546,64,0,0.016786571,1250.0,6,0,0,0,0.0
11832,0,0.094209512,76,0,0.626124625,3000.0,26,0,1,0,0.0
11833,0,0.154912954,48,0,0.427707199,4958.0,5,0,1,0,1.0
11834,0,0.8638950390000001,57,0,0.30951406,14651.0,9,0,2,0,0.0
11835,0,0.15922884699999998,25,0,0.649208283,820.0,4,0,0,0,0.0
11836,0,0.0,23,0,0.30816078,820.0,4,0,0,0,0.0
11837,0,0.850302552,33,0,0.307346327,2667.0,6,1,0,0,3.0
11838,0,0.9869579390000001,28,0,0.098515031,2760.0,2,0,0,0,0.0
11839,0,0.076547605,52,0,0.10920094699999999,11400.0,11,0,1,0,3.0
11840,0,0.052008882,51,0,1.547076923,1624.0,18,0,1,0,0.0
11841,0,0.181981802,68,0,54.0,,9,0,0,0,0.0
11842,0,0.394884093,59,0,0.5387246520000001,4092.0,14,0,2,0,0.0
11843,0,0.04810471400000001,49,0,0.324319177,5250.0,7,0,2,0,0.0
11844,0,0.09444612599999999,66,0,0.216727195,18723.0,8,0,3,0,0.0
11845,0,0.349041755,26,0,0.159730034,8000.0,6,0,1,0,0.0
11846,0,1.0395695440000001,42,0,4245.0,0.0,7,0,2,0,0.0
11847,0,0.860928426,28,0,0.456341789,3744.0,16,0,0,0,0.0
11848,0,0.373358797,36,0,0.7599464029999999,9701.0,11,0,2,0,2.0
11849,0,0.044582265999999995,42,0,0.179631365,3200.0,5,0,0,0,0.0
11850,0,0.991667735,47,2,0.35825968700000005,1470.0,6,0,0,0,0.0
11851,0,0.298323746,50,0,0.408759124,10000.0,10,0,2,0,1.0
11852,0,0.032133522000000005,54,0,0.104458299,8500.0,6,0,1,0,2.0
11853,0,0.014157038,55,0,0.077175698,7916.0,12,0,1,0,0.0
11854,0,0.1839854,55,1,0.169093142,5700.0,5,0,2,0,2.0
11855,0,0.0,98,0,0.0,,2,0,0,0,
11856,0,0.96111638,33,0,1.016824395,950.0,9,1,0,0,1.0
11857,0,1.0354464890000001,28,1,0.213571645,3300.0,3,0,0,0,0.0
11858,0,0.059138195,54,0,0.283428876,7500.0,11,0,1,0,3.0
11859,0,0.287199698,39,0,0.4418,4999.0,8,0,2,0,2.0
11860,0,0.9999998999999999,46,0,0.0,31460.0,1,0,0,0,0.0
11861,0,0.223762047,77,0,0.829872327,6500.0,27,0,3,0,1.0
11862,0,0.0054883480000000005,78,0,676.0,,7,0,1,0,0.0
11863,0,0.015397391000000002,78,0,13.0,,5,0,0,0,
11864,0,0.001210987,71,1,1.0,,4,0,0,0,
11865,0,0.7231307090000001,64,1,0.11839581099999999,44308.0,16,0,2,0,0.0
11866,0,0.125682651,67,0,2.884154461,750.0,8,0,3,0,0.0
11867,0,0.0,79,0,953.0,,3,0,1,0,1.0
11868,0,0.147980269,35,0,0.425672695,6800.0,6,0,1,0,2.0
11869,0,0.255825739,59,0,0.414878016,7500.0,16,0,2,0,0.0
11870,0,0.0013870520000000002,79,0,0.21976339600000003,7184.0,5,0,1,0,0.0
11871,0,0.9609048440000001,54,0,735.0,,5,1,0,0,0.0
11872,0,0.21696879600000002,44,0,0.420703723,1960.0,12,0,1,0,1.0
11873,1,0.9408410009999999,60,0,0.602279544,5000.0,17,0,1,0,1.0
11874,0,0.38013272299999995,60,0,4269.0,,18,0,2,0,0.0
11875,0,0.17139968,62,0,1110.0,,5,0,1,0,3.0
11876,0,0.146403967,74,0,0.757874941,2126.0,10,0,2,0,1.0
11877,0,0.37015241,49,0,0.242303727,6788.0,8,0,2,0,1.0
11878,0,0.472402032,37,0,0.553201015,6700.0,11,0,1,0,0.0
11879,0,0.21303376100000002,46,0,0.043855088,5768.0,9,0,0,0,1.0
11880,0,0.219794505,67,0,0.22125182,5495.0,6,0,2,0,0.0
11881,0,0.012122356,36,1,0.932840687,4600.0,10,0,1,0,1.0
11882,0,0.040791854,50,0,0.014282313999999999,4200.0,5,0,0,0,0.0
11883,0,0.007646713,48,0,0.323455909,2800.0,4,0,1,0,1.0
11884,0,0.48881972100000004,46,0,0.514777657,7375.0,12,0,2,0,1.0
11885,0,0.27503020699999997,37,0,0.647936787,3416.0,6,0,1,0,2.0
11886,0,0.045149298,69,0,0.017592963,2500.0,4,0,0,0,0.0
11887,0,0.0,44,1,575.0,,2,0,0,0,
11888,0,0.9999998999999999,36,0,0.0,8000.0,1,1,0,1,2.0
11889,0,0.495104259,57,1,3079.0,,14,1,2,0,1.0
11890,0,0.034424262000000004,64,0,0.64616847,13675.0,16,0,5,0,0.0
11891,0,0.0,81,0,0.004678041,3633.0,8,0,0,0,1.0
11892,0,0.16188667199999998,41,0,0.396864585,8100.0,9,0,2,0,4.0
11893,0,0.322459284,30,0,0.242374279,6064.0,6,0,1,0,2.0
11894,0,0.41634083899999996,49,0,0.535391924,4209.0,8,0,0,2,3.0
11895,0,0.9609454209999999,68,0,0.147730022,12400.0,7,0,0,0,0.0
11896,0,0.0,59,0,0.114118118,7500.0,5,0,2,0,0.0
11897,0,0.021737272000000002,43,0,0.114788004,2900.0,8,0,0,0,1.0
11898,0,0.9999998999999999,32,0,837.0,0.0,3,0,0,0,0.0
11899,0,0.38910726100000004,71,0,995.0,,15,0,0,0,0.0
11900,0,0.052368817000000005,42,0,0.184317974,12000.0,13,0,1,0,1.0
11901,0,0.0,30,0,0.388577257,1960.0,5,0,0,0,1.0
11902,0,0.193901858,57,0,0.482731959,7759.0,13,0,4,0,0.0
11903,0,0.8095228940000001,56,0,0.404364424,17550.0,7,0,2,0,1.0
11904,0,0.179985485,30,0,0.45181852299999997,2666.0,7,0,1,0,0.0
11905,0,0.108454569,50,0,0.28416877,2772.0,8,0,1,0,3.0
11906,0,0.049092712000000004,55,0,0.324469674,3346.0,2,0,1,0,0.0
11907,0,0.233196669,47,0,0.571706799,5647.0,17,0,2,1,3.0
11908,0,0.0,50,0,0.5244965,7000.0,9,0,3,0,2.0
11909,0,0.09286339199999999,47,0,0.355528894,5000.0,7,0,1,0,3.0
11910,0,0.0,67,0,0.199627445,6441.0,6,0,2,0,1.0
11911,0,0.595161995,72,0,0.543422499,5457.0,7,0,2,0,0.0
11912,0,0.050673365,72,1,0.2697538,11250.0,27,0,5,0,0.0
11913,0,0.013998726999999999,43,0,1013.0,,2,0,1,0,0.0
11914,0,0.146260541,48,0,0.307958939,7500.0,8,0,1,0,2.0
11915,0,0.217539123,49,0,1.3980028530000002,700.0,4,0,1,0,2.0
11916,0,0.9727358070000001,68,1,0.919791026,3253.0,11,0,1,0,0.0
11917,0,0.9999998999999999,59,0,0.642366174,4800.0,7,0,2,0,3.0
11918,0,0.586686174,28,0,0.27229108399999996,2500.0,13,0,0,1,0.0
11919,0,0.197511269,48,0,0.145967563,4500.0,5,0,0,0,2.0
11920,0,0.831944537,63,0,2950.0,,8,0,1,0,0.0
11921,0,0.5034996110000001,22,0,0.08994004,1500.0,2,0,0,0,0.0
11922,1,1.0077681109999999,39,2,0.5498013079999999,7800.0,20,0,2,1,1.0
11923,0,0.52505486,35,0,0.5353775829999999,10500.0,14,0,2,0,1.0
11924,0,0.0,32,0,0.148141976,6000.0,11,0,0,0,0.0
11925,0,0.9999998999999999,67,0,0.298170494,10275.0,6,0,1,0,0.0
11926,0,0.293230733,49,0,0.167462201,37500.0,10,0,2,0,1.0
11927,0,0.077120875,73,0,0.077188146,1450.0,11,0,0,0,0.0
11928,0,0.003449914,66,0,0.007984032,500.0,3,0,0,0,0.0
11929,0,0.027640351,61,1,0.370022725,10120.0,14,0,2,0,0.0
11930,0,0.051698966,75,0,0.02166065,3600.0,10,0,0,0,0.0
11931,0,0.630915818,29,0,0.44616501299999994,4132.0,8,0,0,0,2.0
11932,0,0.747991617,38,0,951.0,,9,0,0,0,0.0
11933,0,0.010730541000000001,40,0,0.159668666,3500.0,5,0,0,0,3.0
11934,0,0.11363859400000001,47,0,0.36404865,4850.0,9,0,2,0,3.0
11935,0,0.327018472,37,0,0.40251949600000003,5000.0,9,0,1,0,0.0
11936,0,0.15812764,61,0,0.01688325,9772.0,3,0,0,0,0.0
11937,0,0.9999998999999999,45,0,0.23803312899999998,7666.0,3,0,1,0,3.0
11938,0,0.254266506,53,3,0.581944865,3300.0,6,0,1,1,0.0
11939,0,0.208259447,63,0,0.17877095,3400.0,10,0,1,0,0.0
11940,0,0.7884523840000001,54,3,0.418879056,3050.0,3,1,0,0,0.0
11941,0,0.34522123200000004,33,1,0.036660235,5700.0,3,0,0,0,2.0
11942,0,0.468908555,56,0,0.12998116699999998,60000.0,22,0,2,0,3.0
11943,0,0.11149949099999999,50,1,0.35789276299999995,5333.0,7,0,2,0,0.0
11944,0,0.008988044,75,0,0.099337748,150.0,5,0,0,0,0.0
11945,0,0.10467639699999999,52,0,4292.0,,11,0,3,0,
11946,0,0.053032097,66,0,2098.0,,10,0,1,0,0.0
11947,0,0.058760190999999996,26,0,0.319736053,1666.0,4,0,0,0,0.0
11948,0,0.777088916,43,0,0.438330991,9250.0,3,0,1,0,0.0
11949,0,0.056958861,64,0,0.16676043699999998,8886.0,9,0,1,0,0.0
11950,0,0.056019692,53,0,0.41184838100000004,11950.0,13,0,1,0,2.0
11951,0,0.216789161,55,0,0.7045738570000001,4000.0,4,0,2,0,0.0
